	t1	t1.1	t10	t10.1	len(kb)
EC01288_2797	0	0	0	0	0.98
EC01288_2798	0	0	0	0	0.737
EC01288_2799	0	0	0	0	0.314
EC01288_2800	0	0	0	0	1.16
EC01288_2801	0	0	0	0	1.121
EC01288_2802	0	0	0	0	1.07
EC01288_2803	0	0	0	0	0.365
EC01288_2804	0	0	0	0	0.518
EC01288_2805	0	0	0	0	1.223
EC01288_2806	0	0	0	0	0.383
EC01288_2807	0	0	0	0	0.347
EC01288_2808	204	204	204	204	0.59
EC01288_2809	0	0	0	0	0.548
EC01288_2810	0	0	0	0	0.248
EC01288_2811	0	0	0	0	1.361
EC01288_2812	0	0	0	0	0.791
EC01288_2813	0	0	0	0	1.241
EC01288_2814	0	0	0	0	0.593
EC01288_2815	0	0	0	0	0.137
EC01288_2816	0	0	0	0	0.806
EC01288_2817	0	0	0	0	1.661
EC01288_2818	0	0	0	0	0.341
EC01288_2819	0	0	0	0	0.29
EC01288_2820	0	0	0	0	0.437
EC01288_2821	0	0	0	0	0.482
EC01288_2822	0	0	0	0	1.043
EC01288_2823	0	0	0	0	0.977
EC01288_2824	0	0	0	0	1.268
EC01288_2825	0	0	0	0	1.448
EC01288_2826	0	0	0	0	1.28
EC01288_2827	0	0	0	0	1.4
EC01288_2828	0	0	0	0	0.662
EC01288_2829	0	0	0	0	0.449
EC01288_2830	0	0	0	0	0.158
EC01288_2831	0	0	0	0	0.299
EC01288_2832	0	0	0	0	0.524
EC01288_2833	0	0	0	0	0.395
EC01288_2834	0	0	0	0	0.371
EC01288_2835	0	0	0	0	0.323
EC01288_2836	0	0	0	0	0.329
EC01288_2837	0	0	0	0	0.245
EC01288_2838	0	0	0	0	0.41
EC01288_2839	0	0	0	0	2.144
EC01288_2840	0	0	0	0	0.959
EC01288_2841	0	0	0	0	1.202
EC01288_2842	0	0	0	0	1.064
EC01288_2843	0	0	0	0	0.992
EC01288_2844	0	0	0	0	0.146
EC01288_2845	0	0	0	0	1.184
EC01288_2846	0	0	0	0	0.692
EC01288_2847	0	0	0	0	0.335
EC01288_2848	0	0	0	0	0.53
EC01288_2849	0	0	0	0	0.242
EC01288_2850	0	0	0	0	1.043
EC01288_2851	0	0	0	0	1.538
EC01288_2852	0	0	0	0	0.515
EC01288_2853	0	0	0	0	1.556
EC01288_2854	0	0	0	0	0.428
EC01288_2855	0	0	0	0	0.566
EC01288_2856	0	0	0	0	0.062
EC01288_2857	0	0	0	0	0.076
EC01288_2858	0	0	0	0	0.076
EC01288_2859	0	0	0	0	0.092
EC01288_2860	0	0	0	0	0.149
EC01288_2861	0	0	0	0	2.354
EC01288_2862	0	0	0	0	0.137
EC01288_2863	0	0	0	0	0.5
EC01288_2864	0	0	0	0	1.061
EC01288_2865	125	125	125	125	0.497
EC01288_2866	0	0	0	0	1.085
EC01288_2867	0	0	0	0	0.563
EC01288_2868	0	0	0	0	0.959
EC01288_2869	0	0	0	0	0.371
EC01288_2870	0	0	0	0	0.779
EC01288_2871	0	0	0	0	0.359
EC01288_2872	0	0	0	0	0.773
EC01288_2873	0	0	0	0	0.965
EC01288_2874	0	0	0	0	1.514
EC01288_2875	0	0	0	0	1.439
EC01288_2876	0	0	0	0	1.133
EC01288_2877	0	0	0	0	2.252
EC01288_2878	0	0	0	0	0.143
EC01288_2879	0	0	0	0	0.527
EC01288_2880	0	0	0	0	0.167
EC01288_2881	0	0	0	0	1.01
EC01288_2882	0	0	0	0	1.457
EC01288_2883	0	0	0	0	1.424
EC01288_2884	0	0	0	0	0.419
EC01288_2885	0	0	0	0	0.755
EC01288_2886	0	0	0	0	0.437
EC01288_2887	0	0	0	0	0.41
EC01288_2888	0	0	0	0	0.767
EC01288_2889	0	0	0	0	0.542
EC01288_2890	0	0	0	0	1.709
EC01288_2891	0	0	0	0	0.923
EC01288_2892	0	0	0	0	1.826
EC01288_2893	0	0	0	0	0.611
EC01288_2894	0	0	0	0	0.461
EC01288_2895	0	0	0	0	0.35
EC01288_2896	0	0	0	0	0.872
EC01288_2897	0	0	0	0	0.272
EC01288_2898	0	0	0	0	1.121
EC01288_2899	0	0	0	0	0.968
EC01288_2900	0	0	0	0	2.078
EC01288_2901	0	0	0	0	0.353
EC01288_2902	0	0	0	0	0.179
EC01288_2903	0	0	0	0	2.561
EC01288_2904	0	0	0	0	0.656
EC01288_2905	0	0	0	0	0.731
EC01288_2906	0	0	0	0	0.908
EC01288_2907	0	0	0	0	1.262
EC01288_2908	0	0	0	0	0.596
EC01288_2909	0	0	0	0	0.749
EC01288_2910	0	0	0	0	1.364
EC01288_2911	0	0	0	0	0.236
EC01288_2912	0	0	0	0	1.427
EC01288_2913	0	0	0	0	0.593
EC01288_2914	0	0	0	0	0.407
EC01288_2915	0	0	0	0	0.992
EC01288_2916	2806	2780	2780	2806	1.139
EC01288_2917	0	0	0	0	0.626
EC01288_2918	0	0	0	0	0.752
EC01288_2919	0	0	0	0	1.049
EC01288_2920	0	0	0	0	0.479
EC01288_2921	0	0	0	0	0.71
EC01288_2922	0	0	0	0	0.311
EC01288_2923	0	0	0	0	0.323
EC01288_2924	0	0	0	0	0.605
EC01288_2925	0	0	0	0	1.427
EC01288_2926	0	0	0	0	0.908
EC01288_2927	0	0	0	0	1.037
EC01288_2928	0	0	0	0	0.362
EC01288_2929	0	0	0	0	0.113
EC01288_2930	0	0	0	0	0.293
EC01288_2931	0	0	0	0	0.875
EC01288_2932	0	0	0	0	0.65
EC01288_2933	0	0	0	0	0.746
EC01288_2934	0	0	0	0	1.055
EC01288_2935	0	0	0	0	0.533
EC01288_2936	0	0	0	0	1.562
EC01288_2937	0	0	0	0	2.657
EC01288_2938	0	0	0	0	0.734
EC01288_2939	0	0	0	0	1.712
EC01288_2940	0	0	0	0	1.763
EC01288_2941	0	0	0	0	0.134
EC01288_2942	0	0	0	0	0.362
EC01288_2943	0	0	0	0	1.271
EC01288_2944	0	0	0	0	0.26
EC01288_2945	0	0	0	0	0.542
EC01288_2946	0	0	0	0	0.86
EC01288_2947	0	0	0	0	0.779
EC01288_2948	0	0	0	0	1.316
EC01288_2949	0	0	0	0	1.454
EC01288_2950	0	0	0	0	0.785
EC01288_2951	0	0	0	0	1.277
EC01288_2952	0	0	0	0	1.478
EC01288_2953	0	0	0	0	0.125
EC01288_2954	0	0	0	0	0.113
EC01288_2955	0	0	0	0	0.671
EC01288_2956	0	0	0	0	0.14
EC01288_2957	0	0	0	0	0.704
EC01288_2958	0	0	0	0	1.298
EC01288_2959	0	0	0	0	1.637
EC01288_2960	0	0	0	0	0.791
EC01288_2961	0	0	0	0	0.311
EC01288_2962	0	0	0	0	0.206
EC01288_2963	0	0	0	0	2.234
EC01288_2964	54	554	618	115	1.301
EC01288_2965	0	0	0	0	2.756
EC01288_2966	0	0	0	0	1.304
EC01288_2967	0	0	0	0	1.307
EC01288_2968	0	0	0	0	1.352
EC01288_2969	0	0	0	0	0.449
EC01288_2970	0	0	0	0	0.782
EC01288_2971	0	0	0	0	0.329
EC01288_2972	0	0	0	0	0.545
EC01288_2973	0	0	0	0	0.848
EC01288_2974	0	0	0	0	1.334
EC01288_2975	0	0	0	0	0.131
EC01288_2976	0	0	0	0	1.214
EC01288_2977	0	0	0	0	1.367
EC01288_2978	0	0	0	0	0.755
EC01288_2979	0	0	0	0	1.136
EC01288_2980	0	0	0	0	0.647
EC01288_2981	0	0	0	0	1.316
EC01288_2982	0	0	0	0	1.775
EC01288_2983	0	0	0	0	1.418
EC01288_2984	0	0	0	0	0.422
EC01288_2985	0	0	0	0	0.731
EC01288_2986	0	0	0	0	1.1
EC01288_2987	0	0	0	0	0.38
EC01288_2988	0	0	0	0	0.917
EC01288_2989	0	0	0	0	0.227
EC01288_2990	0	0	0	0	1.205
EC01288_2991	0	0	0	0	0.443
EC01288_2992	0	0	0	0	0.806
EC01288_2993	0	0	0	0	1.067
EC01288_2994	0	0	0	0	0.076
EC01288_2995	0	0	0	0	0.076
EC01288_2996	0	0	0	0	0.5
EC01288_2997	0	0	0	0	1.544
EC01288_2998	0	0	0	0	1.337
EC01288_2999	0	0	0	0	0.665
EC01288_3000	0	0	0	0	1.652
EC01288_3001	0	0	0	0	0.491
EC01288_3002	0	0	0	0	2.645
EC01288_3003	0	0	0	0	2.507
EC01288_3004	0	0	0	0	0.602
EC01288_3005	0	0	0	0	0.482
EC01288_3006	0	0	0	0	1.214
EC01288_3007	0	0	0	0	3.332
EC01288_3008	0	0	0	0	1.61
EC01288_3009	0	0	0	0	0.632
EC01288_3010	0	0	0	0	0.131
EC01288_3011	0	0	0	0	0.233
EC01288_3012	0	0	0	0	1.76
EC01288_3013	0	0	0	0	1.079
EC01288_3014	0	0	0	0	0.536
EC01288_3015	0	0	0	0	0.404
EC01288_3016	0	0	0	0	1.376
EC01288_3017	0	0	0	0	0.548
EC01288_3018	0	0	0	0	1.253
EC01288_3019	0	0	0	0	1.331
EC01288_3020	0	0	0	0	1.826
EC01288_3021	0	0	0	0	3.512
EC01288_3022	0	0	0	0	2.888
EC01288_3023	0	0	0	0	3.368
EC01288_3024	0	0	0	0	0.323
EC01288_3025	0	0	0	0	0.407
EC01288_3026	0	0	0	0	0.563
EC01288_3027	0	0	0	0	0.47
EC01288_3028	0	0	0	0	0.794
EC01288_3029	0	0	0	0	0.875
EC01288_3030	0	0	0	0	2.246
EC01288_3031	269	54	26	246	0.53
EC01288_3032	0	0	0	0	0.161
EC01288_3033	0	0	0	0	0.689
EC01288_3034	0	0	0	0	0.713
EC01288_3035	0	0	0	0	0.218
EC01288_3036	0	0	0	0	1.04
EC01288_3037	0	0	0	0	1.148
EC01288_3038	0	0	0	0	2.123
EC01288_3039	0	0	0	0	1.031
EC01288_3040	0	0	0	0	1.262
EC01288_3041	0	0	0	0	0.935
EC01288_3042	0	0	0	0	0.692
EC01288_3043	0	0	0	0	1.418
EC01288_3044	0	0	0	0	0.761
EC01288_3045	0	0	0	0	0.836
EC01288_3046	0	0	0	0	1.181
EC01288_3047	0	0	0	0	1.229
EC01288_3048	0	0	0	0	0.518
EC01288_3049	0	0	0	0	0.809
EC01288_3050	0	0	0	0	0.314
EC01288_3051	0	0	0	0	0.14
EC01288_3052	0	0	0	0	0.131
EC01288_3053	0	0	0	0	0.491
EC01288_3054	0	0	0	0	1.376
EC01288_3055	0	0	0	0	0.17
EC01288_3056	0	0	0	0	0.113
EC01288_3057	0	0	0	0	0.209
EC01288_3058	0	0	0	0	0.155
EC01288_3059	0	0	0	0	0.383
EC01288_3060	0	0	0	0	0.158
EC01288_3061	0	0	0	0	0.146
EC01288_3062	0	0	0	0	0.287
EC01288_3063	0	0	0	0	1.181
EC01288_3064	0	0	0	0	0.269
EC01288_3065	0	0	0	0	0.632
EC01288_3066	0	0	0	0	0.767
EC01288_3067	0	0	0	0	0.26
EC01288_3068	0	0	0	0	0.476
EC01288_3069	0	0	0	0	0.341
EC01288_3070	0	0	0	0	0.77
EC01288_3071	0	0	0	0	0.073
EC01288_3072	0	0	0	0	0.755
EC01288_3073	0	0	0	0	2.297
EC01288_3074	0	0	0	0	0.878
EC01288_3075	0	0	0	0	0.479
EC01288_3076	0	0	0	0	1.748
EC01288_3077	0	0	0	0	1.187
EC01288_3078	0	0	0	0	1.196
EC01288_3079	0	0	0	0	1.211
EC01288_3080	65	130	65	130	1.385
EC01288_3081	0	0	0	0	0.932
EC01288_3082	0	0	0	0	1.625
EC01288_3083	0	0	0	0	0.479
EC01288_3084	0	0	0	0	0.578
EC01288_3085	0	0	0	0	3.098
EC01288_3086	0	0	0	0	1.328
EC01288_3087	0	0	0	0	0.779
EC01288_3088	0	0	0	0	2.87
EC01288_3089	0	0	0	0	1.4
EC01288_3090	0	0	0	0	1.316
EC01288_3091	0	0	0	0	1.358
EC01288_3092	0	0	0	0	0.488
EC01288_3093	0	0	0	0	1.934
EC01288_3094	0	0	0	0	1.298
EC01288_3095	0	0	0	0	0.125
EC01288_3096	0	0	0	0	0.548
EC01288_3097	0	0	0	0	1.517
EC01288_3098	0	0	0	0	0.881
EC01288_3099	0	0	0	0	0.155
EC01288_3100	0	0	0	0	1.733
EC01288_3101	0	0	0	0	0.71
EC01288_3102	0	0	0	0	0.896
EC01288_3103	0	0	0	0	0.476
EC01288_3104	0	0	0	0	0.407
EC01288_3105	0	0	0	0	0.266
EC01288_3106	0	0	0	0	0.98
EC01288_3107	0	0	0	0	0.659
EC01288_3108	0	0	0	0	0.311
EC01288_3109	0	0	0	0	1.433
EC01288_3110	0	0	0	0	0.728
EC01288_3111	0	0	0	0	2.873
EC01288_3112	0	0	0	0	0.389
EC01288_3113	0	0	0	0	1.094
EC01288_3114	0	0	0	0	1.202
EC01288_3115	0	0	0	0	1.178
EC01288_3116	0	0	0	0	1.325
EC01288_3117	0	0	0	0	0.578
EC01288_3118	0	0	0	0	0.329
EC01288_3119	0	0	0	0	0.602
EC01288_3120	0	0	0	0	0.116
EC01288_3121	0	0	0	0	1.232
EC01288_3122	0	0	0	0	0.659
EC01288_3123	0	0	0	0	0.185
EC01288_3124	0	0	0	0	0.893
EC01288_3125	538	538	538	538	2.144
EC01288_3126	0	0	0	0	0.995
EC01288_3127	0	0	0	0	0.785
EC01288_3128	0	0	0	0	1.457
EC01288_3129	0	0	0	0	0.896
EC01288_3130	0	0	0	0	0.74
EC01288_3131	0	0	0	0	0.593
EC01288_3132	0	0	0	0	0.86
EC01288_3133	0	0	0	0	1.079
EC01288_3134	0	0	0	0	1.163
EC01288_3135	0	0	0	0	1.019
EC01288_3136	0	0	0	0	0.431
EC01288_3137	0	0	0	0	0.578
EC01288_3138	0	0	0	0	0.707
EC01288_3139	0	0	0	0	0.677
EC01288_3140	0	0	0	0	0.677
EC01288_3141	0	0	0	0	0.713
EC01288_3142	0	0	0	0	0.509
EC01288_3143	0	0	0	0	0.965
EC01288_3144	0	0	0	0	1.277
EC01288_3145	0	0	0	0	1.331
EC01288_3146	0	0	0	0	0.443
EC01288_3147	0	0	0	0	1.901
EC01288_3148	0	0	0	0	0.758
EC01288_3149	0	0	0	0	0.92
EC01288_3150	0	0	0	0	0.731
EC01288_3151	0	0	0	0	1.898
EC01288_3152	0	0	0	0	0.131
EC01288_3153	0	0	0	0	0.167
EC01288_3154	0	0	0	0	1.154
EC01288_3155	0	0	0	0	1.394
EC01288_3156	0	0	0	0	0.497
EC01288_3157	0	0	0	0	0.707
EC01288_3158	0	0	0	0	0.731
EC01288_3159	0	0	0	0	0.95
EC01288_3160	0	0	0	0	0.563
EC01288_3161	0	0	0	0	0.416
EC01288_3162	0	0	0	0	0.881
EC01288_3163	0	0	0	0	0.704
EC01288_3164	0	0	0	0	0.566
EC01288_3165	0	0	0	0	0.29
EC01288_3166	0	0	0	0	0.593
EC01288_3167	0	0	0	0	1.136
EC01288_3168	0	0	0	0	1.007
EC01288_3169	0	0	0	0	1.046
EC01288_3170	0	0	0	0	0.719
EC01288_3171	0	0	0	0	0.14
EC01288_3172	0	0	0	0	0.326
EC01288_3173	42	321	358	75	0.719
EC01288_3174	0	0	0	0	1.052
EC01288_3175	0	0	0	0	0.275
EC01288_3176	0	0	0	0	1.079
EC01288_3177	0	0	0	0	0.134
EC01288_3178	0	0	0	0	1.256
EC01288_3179	0	0	0	0	2.135
EC01288_3180	0	0	0	0	0.707
EC01288_3181	0	0	0	0	0.075
EC01288_3182	0	0	0	0	0.8
EC01288_3183	0	0	0	0	0.278
EC01288_3184	0	0	0	0	0.35
EC01288_3185	0	0	0	0	1.613
EC01288_3186	0	0	0	0	0.259
EC01288_3187	0	0	0	0	0.263
EC01288_3188	0	0	0	0	0.536
EC01288_3189	0	0	0	0	1.178
EC01288_3190	0	0	0	0	0.977
EC01288_3191	0	0	0	0	0.563
EC01288_3192	0	0	0	0	0.371
EC01288_3193	0	0	0	0	0.563
EC01288_3194	0	0	0	0	0.455
EC01288_3195	0	0	0	0	1.223
EC01288_3196	0	0	0	0	1.493
EC01288_3197	0	0	0	0	2.06
EC01288_3198	0	0	0	0	0.959
EC01288_3199	0	0	0	0	0.41
EC01288_3200	0	0	0	0	0.809
EC01288_3201	0	0	0	0	4.565
EC01288_3202	0	0	0	0	1.658
EC01288_3203	0	0	0	0	2.171
EC01288_3204	0	0	0	0	0.404
EC01288_3205	0	0	0	0	1.223
EC01288_3206	0	0	0	0	1.052
EC01288_3207	0	0	0	0	1.499
EC01288_3208	0	0	0	0	0.764
EC01288_3209	0	0	0	0	1.142
EC01288_3210	0	0	0	0	1.688
EC01288_3211	0	0	0	0	0.914
EC01288_3212	0	0	0	0	0.227
EC01288_3213	0	0	0	0	1.172
EC01288_3214	0	0	0	0	1.079
EC01288_3215	0	0	0	0	1.07
EC01288_3216	0	0	0	0	0.56
EC01288_3217	0	0	0	0	0.821
EC01288_3218	0	0	0	0	1.349
EC01288_3219	0	0	0	0	0.758
EC01288_3220	0	0	0	0	0.698
EC01288_3221	0	0	0	0	0.692
EC01288_3222	0	0	0	0	1.457
EC01288_3223	0	0	0	0	0.14
EC01288_3224	0	0	0	0	1.859
EC01288_3225	0	0	0	0	0.866
EC01288_3226	0	0	0	0	0.248
EC01288_3227	0	0	0	0	0.341
EC01288_3228	0	0	0	0	0.488
EC01288_3229	0	0	0	0	0.494
EC01288_3230	0	0	0	0	1.703
EC01288_3231	0	0	0	0	1.178
EC01288_3232	0	0	0	0	0.986
EC01288_3233	0	0	0	0	1.118
EC01288_3234	0	0	0	0	0.287
EC01288_3235	0	0	0	0	0.887
EC01288_3236	0	0	0	0	1.04
EC01288_3237	0	0	0	0	0.494
EC01288_3238	220	220	220	220	0.884
EC01288_3239	0	0	0	0	0.425
EC01288_3240	0	0	0	0	0.719
EC01288_3241	0	0	0	0	1.187
EC01288_3242	0	0	0	0	0.659
EC01288_3243	0	0	0	0	0.899
EC01288_3244	0	0	0	0	0.146
EC01288_3245	0	0	0	0	1.163
EC01288_3246	0	0	0	0	0.827
EC01288_3247	0	0	0	0	0.926
EC01288_3248	0	0	0	0	0.257
EC01288_3249	0	0	0	0	2.219
EC01288_3250	0	0	0	0	1.412
EC01288_3251	0	0	0	0	0.737
EC01288_3252	0	0	0	0	2.258
EC01288_3253	0	0	0	0	0.482
EC01288_3254	0	0	0	0	0.338
EC01288_3255	0	0	0	0	0.659
EC01288_3256	0	0	0	0	1.349
EC01288_3257	0	0	0	0	0.137
EC01288_3258	0	0	0	0	0.368
EC01288_3259	0	0	0	0	0.224
EC01288_3260	0	0	0	0	0.314
EC01288_3261	0	0	0	0	1.892
EC01288_3262	0	0	0	0	0.581
EC01288_3263	0	0	0	0	0.827
EC01288_3264	0	0	0	0	0.422
EC01288_3265	0	0	0	0	0.629
EC01288_3266	0	0	0	0	1.481
EC01288_3267	0	0	0	0	0.671
EC01288_3268	0	0	0	0	1.16
EC01288_3269	0	0	0	0	0.773
EC01288_3270	0	0	0	0	0.773
EC01288_3271	0	0	0	0	0.17
EC01288_3272	0	0	0	0	0.653
EC01288_3273	0	0	0	0	0.29
EC01288_3274	0	0	0	0	0.551
EC01288_3275	1102	213	103	982	2.504
EC01288_3276	0	0	0	0	0.695
EC01288_3277	0	0	0	0	1.064
EC01288_3278	0	0	0	0	0.2
EC01288_3279	0	0	0	0	0.629
EC01288_3280	0	0	0	0	1.661
EC01288_3281	0	0	0	0	1.433
EC01288_3282	0	0	0	0	2.84
EC01288_3283	0	0	0	0	1.301
EC01288_3284	0	0	0	0	0.62
EC01288_3285	0	0	0	0	1.238
EC01288_3286	0	0	0	0	0.821
EC01288_3287	0	0	0	0	0.368
EC01288_3288	0	0	0	0	0.617
EC01288_3289	0	0	0	0	0.932
EC01288_3290	0	0	0	0	0.911
EC01288_3291	0	0	0	0	0.605
EC01288_3292	0	0	0	0	1.463
EC01288_3293	0	0	0	0	1.013
EC01288_3294	0	0	0	0	0.215
EC01288_3295	0	0	0	0	1.745
EC01288_3296	0	0	0	0	1.841
EC01288_3297	0	0	0	0	0.506
EC01288_3298	0	0	0	0	0.075
EC01288_3299	0	0	0	0	0.764
EC01288_3300	0	0	0	0	0.623
EC01288_3301	0	0	0	0	1.52
EC01288_3302	0	0	0	0	0.113
EC01288_3303	0	0	0	0	1.289
EC01288_3304	0	0	0	0	0.332
EC01288_3305	0	0	0	0	0.983
EC01288_3306	0	0	0	0	3.092
EC01288_3307	0	0	0	0	0.449
EC01288_3308	0	0	0	0	1.433
EC01288_3309	0	0	0	0	1.07
EC01288_3310	0	0	0	0	2.351
EC01288_3311	0	0	0	0	2.018
EC01288_3312	0	0	0	0	0.416
EC01288_3313	0	0	0	0	0.17
EC01288_3314	0	0	0	0	1.136
EC01288_3315	0	0	0	0	0.503
EC01288_3316	0	0	0	0	0.623
EC01288_3317	0	0	0	0	0.986
EC01288_3318	0	0	0	0	0.965
EC01288_3319	297	297	297	297	1.244
EC01288_3320	0	0	0	0	0.551
EC01288_3321	0	0	0	0	1.487
EC01288_3322	0	0	0	0	1.412
EC01288_3323	0	0	0	0	1.298
EC01288_3324	0	0	0	0	0.632
EC01288_3325	0	0	0	0	2.702
EC01288_3326	0	0	0	0	0.5
EC01288_3327	0	0	0	0	0.623
EC01288_3328	0	0	0	0	0.776
EC01288_3329	0	0	0	0	0.662
EC01288_3330	0	0	0	0	0.368
EC01288_3331	0	0	0	0	0.368
EC01288_3332	0	0	0	0	0.305
EC01288_3333	0	0	0	0	0.332
EC01288_3334	0	0	0	0	0.299
EC01288_3335	0	0	0	0	0.392
EC01288_3336	0	0	0	0	0.986
EC01288_3337	0	0	0	0	0.365
EC01288_3338	0	0	0	0	0.356
EC01288_3339	0	0	0	0	0.896
EC01288_3340	0	0	0	0	0.602
EC01288_3341	0	0	0	0	0.17
EC01288_3342	0	0	0	0	1.31
EC01288_3343	0	0	0	0	1.331
EC01288_3344	0	0	0	0	1.364
EC01288_3345	0	0	0	0	0.389
EC01288_3346	0	0	0	0	2.294
EC01288_3347	0	0	0	0	1.208
EC01288_3348	0	0	0	0	1.331
EC01288_3349	0	0	0	0	0.989
EC01288_3350	0	0	0	0	0.938
EC01288_3351	0	0	0	0	0.344
EC01288_3352	0	0	0	0	0.287
EC01288_3353	0	0	0	0	1.187
EC01288_3354	0	0	0	0	1.145
EC01288_3355	0	0	0	0	0.884
EC01288_3356	0	0	0	0	0.77
EC01288_3357	0	0	0	0	1.334
EC01288_3358	0	0	0	0	0.125
EC01288_3359	0	0	0	0	0.119
EC01288_3360	0	0	0	0	1.571
EC01288_3361	0	0	0	0	0.251
EC01288_3362	0	0	0	0	0.464
EC01288_3363	0	0	0	0	0.809
EC01288_3364	0	0	0	0	1.28
EC01288_3365	0	0	0	0	0.473
EC01288_3366	0	0	0	0	0.779
EC01288_3367	0	0	0	0	0.878
EC01288_3368	0	0	0	0	0.434
EC01288_3369	24	230	253	50	1.133
EC01288_3370	0	0	0	0	1.154
EC01288_3371	0	0	0	0	0.86
EC01288_3372	0	0	0	0	0.476
EC01288_3373	0	0	0	0	0.803
EC01288_3374	0	0	0	0	0.791
EC01288_3375	0	0	0	0	0.755
EC01288_3376	0	0	0	0	0.584
EC01288_3377	0	0	0	0	0.599
EC01288_3378	0	0	0	0	2.516
EC01288_3379	0	0	0	0	1.091
EC01288_3380	0	0	0	0	0.86
EC01288_3381	0	0	0	0	2.036
EC01288_3382	0	0	0	0	0.395
EC01288_3383	0	0	0	0	0.59
EC01288_3384	0	0	0	0	0.575
EC01288_3385	0	0	0	0	1.04
EC01288_3386	0	0	0	0	0.635
EC01288_3387	0	0	0	0	0.518
EC01288_3388	0	0	0	0	0.443
EC01288_3389	0	0	0	0	0.113
EC01288_3390	0	0	0	0	0.302
EC01288_3391	0	0	0	0	0.503
EC01288_3392	0	0	0	0	0.524
EC01288_3393	0	0	0	0	0.995
EC01288_3394	0	0	0	0	0.878
EC01288_3395	0	0	0	0	1.007
EC01288_3396	0	0	0	0	1.244
EC01288_3397	0	0	0	0	1.889
EC01288_3398	0	0	0	0	0.884
EC01288_3399	0	0	0	0	2.072
EC01288_3400	0	0	0	0	0.269
EC01288_3401	0	0	0	0	0.944
EC01288_3402	0	0	0	0	0.401
EC01288_3403	0	0	0	0	2.201
EC01288_3404	0	0	0	0	1.487
EC01288_3405	0	0	0	0	0.422
EC01288_3406	0	0	0	0	0.076
EC01288_3407	0	0	0	0	1.343
EC01288_3408	0	0	0	0	1.517
EC01288_3409	0	0	0	0	0.086
EC01288_3410	0	0	0	0	0.272
EC01288_3411	0	0	0	0	1.337
EC01288_3412	0	0	0	0	0.848
EC01288_3413	0	0	0	0	1.934
EC01288_3414	152	172	172	172	0.629
EC01288_3415	0	0	0	0	0.293
EC01288_3416	0	0	0	0	0.476
EC01288_3417	0	0	0	0	1.406
EC01288_3418	0	0	0	0	1.172
EC01288_3419	0	0	0	0	0.965
EC01288_3420	0	0	0	0	0.257
EC01288_3421	0	0	0	0	0.311
EC01288_3422	0	0	0	0	0.971
EC01288_3423	0	0	0	0	0.278
EC01288_3424	0	0	0	0	1.259
EC01288_3425	0	0	0	0	0.254
EC01288_3426	0	0	0	0	0.272
EC01288_3427	0	0	0	0	0.635
EC01288_3428	0	0	0	0	0.551
EC01288_3429	0	0	0	0	0.782
EC01288_3430	0	0	0	0	0.809
EC01288_3431	0	0	0	0	0.977
EC01288_3432	0	0	0	0	0.986
EC01288_3433	0	0	0	0	0.566
EC01288_3434	0	0	0	0	0.575
EC01288_3435	0	0	0	0	0.521
EC01288_3436	0	0	0	0	0.725
EC01288_3437	0	0	0	0	1.433
EC01288_3438	0	0	0	0	0.287
EC01288_3439	0	0	0	0	0.491
EC01288_3440	0	0	0	0	0.854
EC01288_3441	0	0	0	0	0.212
EC01288_3442	0	0	0	0	0.632
EC01288_3443	0	0	0	0	0.728
EC01288_3444	0	0	0	0	0.653
EC01288_3445	0	0	0	0	2.336
EC01288_3446	0	0	0	0	0.929
EC01288_3447	0	0	0	0	0.137
EC01288_3448	0	0	0	0	4.46
EC01288_3449	0	0	0	0	1.418
EC01288_3450	0	0	0	0	0.371
EC01288_3451	0	0	0	0	0.548
EC01288_3452	99	99	112	99	0.464
EC01288_3453	0	0	0	0	0.875
EC01288_3454	0	0	0	0	0.689
EC01288_3455	0	0	0	0	1.49
EC01288_3456	0	0	0	0	0.893
EC01288_3457	0	0	0	0	0.782
EC01288_3458	0	0	0	0	1.367
EC01288_3459	0	0	0	0	0.497
EC01288_3460	0	0	0	0	0.638
EC01288_3461	0	0	0	0	0.392
EC01288_3462	0	0	0	0	0.428
EC01288_3463	0	0	0	0	1.127
EC01288_3464	0	0	0	0	0.398
EC01288_3465	0	0	0	0	0.143
EC01288_3466	0	0	0	0	1.235
EC01288_3467	0	0	0	0	1.067
EC01288_3468	0	0	0	0	0.938
EC01288_3469	0	0	0	0	0.47
EC01288_3470	0	0	0	0	0.263
EC01288_3471	0	0	0	0	0.272
EC01288_3472	0	0	0	0	1.967
EC01288_3473	0	0	0	0	0.932
EC01288_3474	0	0	0	0	0.203
EC01288_3475	0	0	0	0	0.125
EC01288_3476	0	0	0	0	0.848
EC01288_3477	0	0	0	0	1.445
EC01288_3478	0	0	0	0	2.96
EC01288_3479	0	0	0	0	1.469
EC01288_3480	0	0	0	0	0.593
EC01288_3481	0	0	0	0	0.488
EC01288_3482	0	0	0	0	1.103
EC01288_3483	0	0	0	0	1.043
EC01288_3484	0	0	0	0	1.94
EC01288_3485	0	0	0	0	0.974
EC01288_3486	0	0	0	0	0.164
EC01288_3487	0	0	0	0	0.119
EC01288_3488	0	0	0	0	0.47
EC01288_3489	0	0	0	0	1.349
EC01288_3490	0	0	0	0	0.242
EC01288_3491	0	0	0	0	1.451
EC01288_3492	0	0	0	0	0.881
EC01288_3493	0	0	0	0	0.845
EC01288_3494	0	0	0	0	0.296
